time,x,y,z
1712690556.491751,4.773780942901852,0.028033308156832,79.87158107006644
1712690556.6632018,4.988729521984191,-0.08544141852010892,79.67312069389764
1712690556.691186,4.762934887503076,-0.08545964721619614,79.69011441929135
1712690556.7198718,4.98711172989973,-0.08541371878676528,79.64728888564223
1712690556.747687,4.8750605545644685,-0.08543679094690038,79.66880497969981
1712690556.7720456,4.878980080912433,-0.08550548178004468,79.73286305825542
1712690556.794847,4.986303134227362,-0.08539986422681434,79.63437057855562
1712690556.8182123,4.766455222302535,0.02799028956045316,79.74901094211369
1712690556.8449016,4.880842674435593,-0.08553812822957678,79.76329893577757
1712690556.8679965,4.768912848525161,0.02800472139373539,79.79013518085631
1712690556.8903136,4.881140641340121,-0.08554335654251219,79.76817213644193
1712690556.9113762,4.884463933509166,-0.08560159074978566,79.82248381366881
1712690556.934353,4.770505709910956,-0.0855954801003764,79.81678399514026
1712690556.9580195,4.883403327521377,0.028009991946182852,79.80514886811024
1712690556.981183,4.768718509223517,-0.08556341561745472,79.78688157449558
1712690557.0039835,4.885236785167784,-0.08561513555331493,79.8351089597687
1712690557.0277824,4.771052983802135,-0.08560529844028744,79.82593926857776
1712690557.0484,4.891203031765195,-0.08571970181202326,79.93261142039863
1712690557.0707953,4.78029446339044,-0.08577111199146181,79.98056006243849
1712690557.0936642,4.778962323046106,-0.08574721381420226,79.9582702156127
1712690557.1175582,4.777787276140349,-0.08572613160441242,79.9386092058317
1712690557.1405108,4.783760130874755,-0.0858332979397511,80.03854826679381
1712690557.165375,4.785388736274299,-0.08586251829552839,80.06579301488682
1712690557.1899366,4.790853665569636,-0.0859605796693817,80.15723040723425
1712690557.2145226,4.794601380355715,-0.08602782497255822,80.21993802288387
1712690557.2383242,4.680227444866511,-0.08602431439977931,80.21666999876969
1712690557.2621462,4.792967368298629,-0.08599850136464036,80.19259715643456
1712690557.2860906,4.795952143631583,-0.0860520516793559,80.24253064253199
1712690557.3096988,4.796267231618326,0.028165353564765513,80.247802734375
1712690557.3316216,4.794136107437255,-0.08601947093573142,80.21214763010582
1712690557.3542087,4.791384719488189,-0.08597010702598752,80.16611654927412
1712690557.3785343,4.901356734628752,0.028112967183270793,80.09854053887796
1712690557.401162,4.785080857164278,-0.08585699899928777,80.06064587690699
1712690557.427342,4.663768077459861,0.02805541350146917,79.9345626230315
1712690557.4509964,4.773870152751292,-0.08565584505636861,79.8730757105069
1712690557.47307,4.774068997600886,0.02803500008395338,79.87640140563485
1712690557.4932873,4.77254702350286,-0.08563210645059902,79.85093484713337
1712690557.5150878,4.772816455270362,0.14169222726596623,79.85544279804381
1712690557.5361867,4.657729441725364,0.028019087521109997,79.8310623769685
1712690557.5567544,4.659477594330555,-0.08564292915224091,79.86102246862697
1712690557.5759213,4.769664373923475,-0.08558037712818056,79.80270265594243
1712690557.5970955,4.654215114323173,0.027997948991970754,79.77083461491142
1712690557.6166494,4.767706863523468,-0.08554526201383336,79.76995513195128
1712690557.6366022,4.654756681186947,0.02800120612767738,79.78011484221211
1712690557.6572347,4.770451943705401,0.02801375830267358,79.81588048259104
1712690557.6779206,4.76649156705601,-0.08552345703905963,79.74962129367619
1712690557.6993434,4.766463332288848,0.02799033883988388,79.74915031373033
1712690557.7193987,4.652858043280173,-0.08552126058443325,79.74757397268701
1712690557.7397814,4.76234496109129,0.027966154372598244,79.68024787001723
1712690557.7588062,4.761016425185317,0.02795834944942805,79.65801088828741
1712690557.7796643,4.762296000803549,-0.08544817684203622,79.67942605807087
1712690557.798676,4.761820515309732,-0.08543964446060301,79.67147226408711
1712690557.8197129,4.761121855007382,-0.0854271040188046,79.65977466012549
1712690557.839947,4.6464547585314655,-0.08540356253075788,79.63782122754675
1712690557.8612475,4.647256746066837,-0.08541829942718267,79.65156615249754
1712690557.8827825,4.6468593567375125,-0.0854109966848779,79.64475136103593
1712690557.9034374,4.648229644054503,-0.08543618082061528,79.66823788139764
1712690557.923486,4.762915663831817,-0.08545929052698331,79.68978761687993
1712690557.9424706,4.768000925619772,-0.08555054664611816,79.77487639179381
1712690557.963848,4.773206936092827,-0.08564395228708824,79.86197884627215
1712690557.9846523,4.77327271709292,0.028030323231314113,79.86307459553396
1712690558.0048225,4.773555064764548,-0.08565019434831274,79.86780361866388
1712690558.0250783,4.776129234494187,0.02804709935751487,79.91087425412157
1712690558.0459797,4.8914114884504185,-0.08572335318317564,79.93601881612943
1712690558.0655916,4.665799478846273,0.028067634800287684,79.96938149760089
1712690558.0861263,4.778767082634873,-0.0857437126279816,79.95500699741635
1712690558.1072052,4.778402733990527,-0.08573717958345188,79.94891309362697
1712690558.1276019,4.893970339317022,-0.08576819277185155,79.97783510703741
1712690558.1478276,4.667644350547491,0.028078732058757872,80.00099963090551
1712690558.168625,4.893397233617588,-0.08575815854110118,79.96847317913387
1712690558.190465,4.77895571490911,-0.08574709178894524,79.95816448542077
1712690558.2137792,4.78100183441883,-0.08578381200475017,79.99239703801673
1712690558.2340384,4.892174728273407,0.028060301551668665,79.94849017285925
1712690558.2548654,4.783047953928549,0.02808772438154446,80.02662478469489
1712690558.2747743,4.78206334151621,0.028081944608312894,80.01015490434301
1712690558.2964375,4.670424273633582,0.028095454212248797,80.04864550012303
1712690558.3162563,4.899484529269962,0.02810223130729255,80.06795087198573
1712690558.3371465,4.899153221310593,0.02810032818261094,80.06253460260827
1712690558.357969,4.900081364188607,0.028105650361128682,80.07769727331447
1712690558.3819795,4.674283125269132,0.028118669517396944,80.11478934701034
1712690558.4204898,4.675128366064838,0.02812375233867976,80.12927438330463
1712690558.444466,4.793834836464229,0.028151071916415,80.20710622231792
1712690558.4647682,4.792037723571297,0.028140516731682726,80.17704040046752
1712690558.4854403,4.786533145453986,0.028108194118409646,80.08494459737943
1712690558.50527,4.899204884927104,0.02810062385919526,80.06337563822589
1712690558.5248497,4.792815981887458,0.02814508798554188,80.19005963182825
1712690558.54522,4.789240078663263,0.02812409025477612,80.13023556686763
1712690558.5650885,4.786355326494833,0.0281071498638063,80.08196973425197
1712690558.585614,4.896898044375923,0.02808739350536677,80.02567801888534
1712690558.6053095,4.898673831008551,0.028097577921048864,80.05469615065208
1712690558.6248212,4.8985437708576836,0.02809683403630895,80.05257674089567
1712690558.6446404,4.784284576656312,0.028094987230976736,80.04731906680611
1712690558.665036,4.897603613185132,0.02809144145860447,80.03721222164124
1712690558.685566,4.558171550119956,0.02810585686540979,80.0782835952879
1712690558.7060974,4.894501993975302,0.02807364923747506,79.98651940052903
1712690558.7258985,4.896128797155666,0.02808298182299757,80.0131057378814
1712690558.746309,4.894503796194482,0.02807365862403329,79.98654823603593
1712690558.766488,4.892173827163817,0.02806029451174999,79.94847094918799
1712690558.7871685,4.891059454970473,0.02805390461223332,79.93026613250493
1712690558.8079252,4.892799197219489,0.028063882523634304,79.95869794229823
1712690558.829614,4.892048873300627,0.028059578786684775,79.94643324003445
1712690558.8505132,4.894338592769593,0.02807271527493094,79.98385692205956
1712690558.8705864,4.895440049058809,0.02807903242862131,80.00185508427658
1712690558.8907986,4.8963525727039245,0.028084263088196282,80.01676304133859
1712690558.91178,5.0038276131697526,0.1417965776338352,79.91424800842766
1712690558.9324017,4.781240027720534,0.14194230395039237,79.99638594980316
1712690558.9537575,4.785321453424889,0.2560258474875623,80.06466362420029
1712690558.9747562,4.898724893885335,0.1420472738311047,80.05553718626969
1712690558.9965992,4.7881404245932275,0.25617667070523964,80.11182890163633
1712690559.0169659,4.906801839513103,0.2564187500420518,80.18753171905759
1712690559.0373447,4.910466351847011,0.14238772429819183,80.24741345503199
1712690559.0592706,4.915110069935716,0.028191854165294978,80.32330370324803
1712690559.079009,4.9221399262195495,0.1427262129746084,80.43818436269686
1712690559.1000206,4.812983715628076,0.25750586367028905,80.52749753937009
1712690559.119665,4.9193882379006215,0.1426464272296335,80.39321538970226
1712690559.1390083,4.913644265002153,0.14247988152691698,80.29935100885827
1712690559.1599998,4.91366408941314,0.14248044472041094,80.29967300535188
1712690559.1798928,5.017811632531835,0.02812666921165046,80.1375838152067
1712690559.2005563,5.01768007053165,0.14218911411255364,80.13547882320374
1712690559.2208338,5.016130162036325,0.14214520379314274,80.1107283464567
