Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ
412,0,-0.795919,1.88308,0.176792,2945.172119,756.256836,159.212875
413,0,-0.871789,1.903107,0.163368,2953.546387,768.283325,163.912109
414,0,-0.946836,1.915258,0.147656,2961.946777,780.344238,167.533417
415,0,-1.023535,1.92493,0.132502,2970.362793,792.384705,170.196701
416,0,-1.097836,1.934447,0.116889,2978.732178,804.40033,171.82692
417,0,-1.172379,1.943266,0.100125,2987.104492,816.390564,172.446915
418,0,-1.249366,1.94875,0.081781,2995.460449,828.408813,172.043854
419,0,-1.316624,1.955077,0.07396,3003.736816,840.56842,170.641968
420,0,-1.397215,1.957699,0.049798,3012.14624,852.526245,168.381866
421,0,-1.507204,1.958542,0.059384,3019.588867,863.490784,165.964706
422,0,-1.53282,1.999529,0.005785,3036.72583,876.476868,159.030777
423,0,-1.606264,2.001078,-0.01369,3045.976074,888.605103,153.541107
424,0,-1.683458,2.0014,-0.034887,3053.716064,900.513855,147.39209
425,0,-1.759825,1.989976,-0.053011,3062.350342,912.541809,140.083313
426,0,-1.835428,1.978213,-0.07668,3070.625488,924.511719,131.988678
427,0,-1.935468,1.967587,-0.092461,3078.968506,936.903015,122.443443
428,0,-1.991798,1.956916,-0.118864,3087.46167,948.563965,112.710388
429,0,-2.071319,1.933206,-0.152207,3095.928223,960.743225,101.735535
430,0,-2.153802,1.923143,-0.143378,3105.064941,972.707886,88.916626
431,0,-2.231905,1.899723,-0.18679,3111.487061,984.503357,76.668312
432,0,-2.306242,1.884667,-0.212211,3120.05249,996.453735,62.424847
433,0,-2.435165,1.886278,-0.248494,3127.075439,1007.389038,56.1096
434,0,-2.565936,1.92777,-0.410991,3131.82251,1016.270264,69.150452
435,0,-2.917631,1.938944,-0.342987,3137.378662,1026.353638,78.051407
436,0,-3.169865,1.954481,-0.39684,3142.739502,1035.608154,86.987701
437,0,-3.282163,2.03019,-0.626715,3149.510254,1043.982178,96.220551
438,0,-3.542281,1.991383,-0.707353,3154.172363,1053.373169,101.43026
439,0,-3.973469,1.846493,-0.576821,3157.450928,1061.786621,108.091125
440,0,-4.246544,1.721615,-0.672698,3162.339111,1070.271973,113.32888
441,0,-4.575173,1.432348,-0.729727,3166.560791,1078.708374,117.311729
442,0,-4.828547,1.205124,-0.842541,3171.572266,1087.173706,120.335907
443,0,-4.926776,1.282991,-1.116472,3176.602051,1095.566772,122.443977
444,,,,,,,
445,0,-5.144761,-1.501945,-1.398292,3186.861328,1112.759888,123.615768
446,0,-5.035687,-2.092469,-1.719512,3189.753174,1119.104492,125.944466
447,0,-4.270255,-3.352215,-2.1504,3197.006348,1128.05249,124.84977
448,0,-1.564252,-5.466146,-1.248864,3195.369873,1134.650635,124.052933
449,0,0.995351,-5.692796,-0.601276,3197.788086,1141.289673,124.608131
450,,,,,,,
451,,,,,,,
452,,,,,,,
453,,,,,,,
454,0,2.597893,-3.693459,0.416342,3223.159424,1182.769775,90.968292
455,0,2.655319,-3.379798,0.503456,3230.239746,1191.338745,82.318932
456,0,2.673075,-3.076984,0.522671,3234.917236,1199.9646,73.55143
457,0,2.649714,-2.809968,0.551209,3240.689697,1208.790283,63.076191
458,0,2.595725,-2.570861,0.491469,3242.247559,1215.857666,55.724289
459,0,2.458881,-2.411518,0.048813,3256.644531,1223.774536,56.366978
460,0,2.308942,-2.114076,-0.362239,3263.679443,1231.453369,55.905239
461,0,2.261606,-2.073137,-0.538945,3272.678223,1236.726563,60.232952
462,,,,,,,
463,0,1.699659,-1.465761,-1.01655,3290.49292,1250.434814,55.074562
464,0,1.485868,-1.365264,-1.024247,3296.851318,1254.76416,58.710793
465,,,,,,,
466,,,,,,,
467,,,,,,,
468,,,,,,,
469,0,0.476891,-1.075671,-0.590889,3339.844971,1277.310059,76.307549
470,0,0.353305,-1.085974,-0.513612,3346.943604,1281.627319,78.236809
471,0,0.232663,-1.080758,-0.422575,3356.022705,1286.842529,78.429352
472,0,-0.128149,-0.747852,-0.381186,3360.544189,1289.5896,75.947128
473,0,-0.278053,-0.757763,-0.321014,3369.067383,1293.928467,74.525932
474,0,-0.426125,-0.67639,-0.226232,3527.756592,1323.208862,17.437496
475,0,-0.590869,-0.599334,-0.152151,3525.196533,1325.934814,17.332748
476,,,,,,,
477,,,,,,,
478,,,,,,,
479,,,,,,,
480,,,,,,,
481,,,,,,,
482,,,,,,,
483,,,,,,,
484,,,,,,,
485,,,,,,,
486,,,,,,,
487,0,-2.094484,1.717546,0.959995,3462.537354,1361.50061,72.704941
488,0,-2.114696,1.846845,0.960439,3466.63623,1364.614136,74.003021
489,0,-2.14043,1.982283,0.963146,3471.237061,1368.659912,74.629135
490,0,-2.3244,2.274309,1.260347,3483.132324,1378.608521,62.943035
491,0,-2.351332,2.518022,1.372625,3484.980713,1380.74231,57.866913
492,0,-2.376204,2.711829,1.43333,3495.137451,1387.830078,59.195213
493,0,-2.372252,2.93376,1.422524,3504.928711,1393.752686,64.307274
494,,,,,,,
495,,,,,,,
496,0,-2.074982,3.703352,2.096867,3526.026855,1408.423218,64.459305
497,0,-1.945228,3.928342,2.244665,3528.08667,1412.406982,64.485023
498,0,-1.751251,4.119596,2.284758,3536.02002,1418.318115,63.162865
499,0,-0.779356,4.217124,3.199683,3544.985107,1423.792725,57.945255
500,0,-0.16526,4.305015,3.270945,3548.722656,1428.231323,55.396038
501,0,0.422154,4.330997,3.314842,3555.955566,1433.195068,56.47739
502,0,0.957646,4.198599,3.456074,3558.316406,1436.477539,63.672817
503,0,1.185531,4.296552,3.207063,3563.160889,1440.168335,68.862534
504,0,1.547885,4.257922,3.089881,3564.933838,1443.533936,74.499001
505,0,1.706138,4.303192,2.838877,3575.022461,1448.161011,76.416183
506,0,1.906504,4.288352,2.675864,3575.630127,1451.166748,80.380135
507,0,2.053021,4.288609,2.502422,3579.340576,1454.756714,82.240372
508,0,2.22296,4.255448,2.329393,3584.703613,1458.619263,82.644936
509,0,2.198478,4.284974,2.104238,3591.46875,1462.679321,81.699646
510,0,2.448902,4.214416,2.011102,3590.71582,1465.686768,82.144958
511,0,2.520787,4.192872,1.822229,3596.823975,1469.748291,79.661461
512,0,2.612834,4.147121,1.689436,3600.575439,1473.481079,76.598923
513,0,2.665746,4.14392,1.517894,3606.489502,1477.678223,71.907394
514,0,2.759135,4.057341,1.433332,3608.612061,1480.974731,67.424309
515,0,2.796921,4.006755,1.301482,3614.311523,1485.015137,61.113438
516,0,2.882159,3.958952,1.169053,3617.216553,1488.509277,54.600574
517,0,3.091315,3.838761,0.958159,3621.52124,1491.586426,57.507263
518,0,3.34078,3.652218,0.755128,3623.037109,1494.041016,63.189701
519,0,3.542784,3.422421,0.578014,3576.466064,1487.061279,84.878586
520,,,,,,,
521,,,,,,,
522,,,,,,,
523,,,,,,,
524,,,,,,,
525,,,,,,,
526,,,,,,,
527,,,,,,,
528,,,,,,,
529,,,,,,,
530,,,,,,,
531,,,,,,,
532,,,,,,,
533,,,,,,,
534,,,,,,,
535,,,,,,,
536,,,,,,,
537,,,,,,,
538,,,,,,,
539,,,,,,,
540,,,,,,,
541,,,,,,,
542,,,,,,,
543,,,,,,,
544,0,-0.947521,1.40959,1.724885,3708.103516,1543.935791,55.824619
545,0,-0.969233,1.414526,1.769071,3714.115967,1546.323242,58.495125
546,0,-0.939998,1.493601,1.790393,3716.562256,1546.794189,61.308853
547,0,-0.946358,1.537725,1.796276,3721.571289,1548.225586,62.966175
548,0,-0.926575,1.602539,1.78836,3726.135742,1548.80835,63.4664
549,0,-0.981476,1.587799,1.783694,3728.729248,1550.201782,65.317772
550,0,-0.651703,1.911475,1.645273,3729.791748,1544.317383,61.395649
551,0,-0.664572,1.921133,1.622315,3734.757568,1545.457153,60.27644
552,0,-0.674779,1.993819,1.579392,3734.712158,1546.143555,60.908813
553,0,-0.675637,2.132417,1.568618,3739.014648,1548.180908,58.792328
